id	name	side	count	grouping	image	summary	tip	source_url
62	การใช้เส้นแนวโน้ม (Trend Line)	Neutral	1	เทคนิค	images/techniques/การใช้เส้นแนวโน้ม-trend-line.png	ลากเส้นผ่านจุดสูงต่ำต่อเนื่องเพื่อดูทิศทางตลาด	ใช้ดูการกลับตัวเมื่อราคาทะลุ trendline	https://www.investopedia.com/terms/t/trendline.asp
63	การดูวอลุ่ม (Volume Analysis)	Neutral	1	เทคนิค	images/techniques/การดูวอลุ่ม-volume-analysis.png	วอลุ่มแสดงแรงซื้อขายและยืนยันแนวโน้ม	ถ้าราคาเพิ่มแต่วอลุ่มลด แสดงถึงความอ่อนแรง	https://www.investopedia.com/terms/v/volume.asp
64	การดูแท่งเทียนคู่กับ EMA	Neutral	1	เทคนิค	images/techniques/การดูแท่งเทียนคู่กับ-ema.png	ใช้เส้น EMA 20/50 ประกอบเพื่อดูแนวโน้ม	เข้าเมื่อราคาอยู่เหนือเส้น EMA และแท่งเทียนกลับตัวขึ้น	https://www.investopedia.com/terms/e/ema.asp
65	การดู MACD Crossover	Neutral	1	เทคนิค	images/techniques/การดู-macd-crossover.png	เมื่อเส้น MACD ตัด Signal Line ขึ้น เป็นสัญญาณซื้อ	ใช้ยืนยันกับแท่งเทียนและแนวรับ	https://www.investopedia.com/terms/m/macd.asp
66	การดู RSI Divergence	Neutral	1	เทคนิค	images/techniques/การดู-rsi-divergence.png	RSI สวนทางกับราคา เป็นสัญญาณกลับตัว	ใช้ร่วมกับแนวรับแนวต้านเพื่อยืนยัน	https://www.investopedia.com/terms/r/rsi.asp
67	การใช้ Fibonacci Retracement	Neutral	1	เทคนิค	images/techniques/การใช้-fibonacci-retracement.png	ใช้วัดจุดพักตัวและแนวรับแนวต้านจากตัวเลขฟิโบนัชชี	ระดับยอดนิยมคือ 38.2%, 50%, 61.8%	https://www.investopedia.com/terms/f/fibonacciretracement.asp
68	การดู Breakout	Neutral	1	เทคนิค	images/techniques/การดู-breakout.png	เมื่อราคาทะลุแนวต้านหรือแนวรับด้วยวอลุ่มสูง	อาจเป็นสัญญาณเริ่มเทรนด์ใหม่	https://www.investopedia.com/terms/b/breakout.asp
69	การใช้ Moving Average Cross	Neutral	1	เทคนิค	images/techniques/การใช้-moving-average-cross.png	เส้นค่าเฉลี่ยระยะสั้นตัดระยะยาวขึ้นเป็นสัญญาณซื้อ	นิยมใช้ MA50 กับ MA200 (Golden Cross)	https://www.investopedia.com/terms/g/goldencross.asp
70	การดูแท่งเทียนคู่กับ Bollinger Band	Neutral	1	เทคนิค	images/techniques/การดูแท่งเทียนคู่กับ-bollinger-band.png	เมื่อราคาออกนอก band แล้วกลับเข้ามา มักเกิดการกลับตัว	ใช้ร่วมกับ RSI จะเห็นจุดเข้าออกชัดขึ้น	https://www.investopedia.com/terms/b/bollingerbands.asp
71	การดู Ichimoku Cloud	Neutral	1	เทคนิค	images/techniques/การดู-ichimoku-cloud.png	ใช้ Cloud แสดงแนวโน้มและแนวรับต้านหลายชั้น	เข้าเมื่อราคาอยู่เหนือ Cloud และเส้นตัดกันเป็นขาขึ้น	https://www.investopedia.com/terms/i/ichimoku.asp
72	การใช้ ADX วัดแรงแนวโน้มหรือไซด์เวย์	Neutral	1	เทคนิค	images/techniques/การใช้-adx-วัดแรงแนวโน้มหรือไซด์เวย์.png	ADX สูง = เทรนด์แรง, ADX ต่ำ = ไซด์เวย์	ใช้ร่วมกับ +DI/-DI เพื่อเข้าออก	https://www.investopedia.com/terms/a/adx.asp
73	การใช้ ATR ตั้ง Stop-Loss	Neutral	1	เทคนิค	images/techniques/การใช้-atr-ตั้ง-stop-loss.png	ATR ช่วยวัดความผันผวนเพื่อวาง Stop-Loss ได้เหมาะสม	ตั้ง SL ที่ 1-2 เท่าของ ATR จากจุดเข้า	https://www.investopedia.com/terms/a/average-true-range.asp
74	การตั้งจุดเข้าออกแบบ Risk/Reward	Neutral	1	เทคนิค	images/techniques/การตั้งจุดเข้าออกแบบ-risk-reward.png	กำหนดอัตราส่วนกำไรต่อความเสี่ยงก่อนเทรด	เลือกจุดเข้าที่ได้ R/R อย่างน้อย 1:2	https://www.investopedia.com/terms/r/risk-rewardratio.asp
75	การเทรดตามเทรนด์ใหญ่ (Trend-Following)	Neutral	1	เทคนิค	images/techniques/การเทรดตามเทรนด์ใหญ่-trend-following.png	เลือกเทรดไปกับทิศเดียวกับแนวโน้มหลัก	ใช้ MA, ADX, หรือโครงสร้างกราฟยืนยัน	https://www.investopedia.com/terms/t/trendfollowing.asp
76	การเข้าแบบ Pullback/Retest	Neutral	1	เทคนิค	images/techniques/การเข้าแบบ-pullback-retest.png	รอให้ราคาย่อกลับมาทดสอบแนวรับที่พังขึ้นไปแล้ว	ดูแท่งเทียนกลับตัวหรือวอลุ่มเพิ่มยืนยัน	https://www.investopedia.com/terms/p/pullback.asp
77	การใช้ Trend Channel	Neutral	1	เทคนิค	images/techniques/การใช้-trend-channel.png	ลากเส้นคู่ขนานไปกับเทรนด์เพื่อดูจุดเด้งขึ้นลง	เข้าเมื่อราคาเด้งจากเส้นล่างของช่อง	https://www.investopedia.com/terms/c/channel.asp
78	การดู Divergence แบบ Hidden & Regular	Neutral	1	เทคนิค	images/techniques/การดู-divergence-แบบ-hidden-&-regular.png	Divergence บอกถึงการอ่อนแรงหรือซ่อนแรงของเทรนด์	ใช้ Regular เพื่อจับกลับตัว ใช้ Hidden เพื่อเล่นตามเทรนด์	https://www.investopedia.com/terms/d/divergence.asp
79	การดู Volume Profile หาจุดหนาแน่น	Neutral	1	เทคนิค	images/techniques/การดู-volume-profile-หาจุดหนาแน่น.png	Volume Profile ชี้จุดที่มีการซื้อขายเยอะ (POC)	ใช้ POC เป็นแนวรับแนวต้านสำคัญ	https://www.investopedia.com/terms/v/volume-profile.asp
80	การใช้ Order Flow ดูแรงจริง	Neutral	1	เทคนิค	images/techniques/การใช้-order-flow-ดูแรงจริง.png	Order Flow แสดงคำสั่งซื้อขายจริงในตลาด	ใช้จับ Stop Hunt หรือการดันราคาของรายใหญ่	https://www.investopedia.com/terms/o/order-flow.asp
81	การเข้า Breakout จากฐาน (Base)	Neutral	1	เทคนิค	images/techniques/การเข้า-breakout-จากฐาน-base.png	ราคาสะสมตัวแล้วทะลุขึ้นพร้อมวอลุ่มเป็นจุดเข้า	ดูรูปแบบฐาน เช่น Cup & Handle, Flat Base	https://www.investopedia.com/terms/b/breakout.asp
82	การใช้ Heikin-Ashi กรองสัญญาณ	Neutral	1	เทคนิค	images/techniques/การใช้-heikin-ashi-กรองสัญญาณ.png	Heikin-Ashi ลดสัญญาณหลอกของแท่งเทียนปกติ	อยู่ในเทรนด์เมื่อแท่งสีเดียวต่อเนื่อง	https://www.investopedia.com/trading/heikin-ashi-better-candlestick.asp
83	การใช้ Ichimoku ร่วมกับ Chikou Span	Neutral	1	เทคนิค	images/techniques/การใช้-ichimoku-ร่วมกับ-chikou-span.png	ดูราคา เทนคัน คิจุน คลาวด์ และชิโคสแปนประกอบ	เข้าเมื่อราคาและ Chikou อยู่เหนือคลาวด์	https://www.investopedia.com/terms/i/ichimoku.asp
84	การดู Order Block และ Smart Money	Neutral	1	เทคนิค	images/techniques/การดู-order-block-และ-smart-money.png	จุดที่รายใหญ่เคยวางออเดอร์หนาแน่นคือจุดกลับตัวได้	เข้าเมื่อราคากลับมาทดสอบบล็อก	https://www.investopedia.com/
85	การตั้ง Trailing Stop ตาม Price Action	Neutral	1	เทคนิค	images/techniques/การตั้ง-trailing-stop-ตาม-price-action.png	เลื่อน Stop-Loss ตามจุด Low/High ก่อนหน้า	ช่วยเก็บกำไรเมื่อราคาวิ่งต่อ	https://www.investopedia.com/terms/t/trailingstop.asp
86	การใช้ Risk Management แบบ Fixed % ต่อเทรด	Neutral	1	เทคนิค	images/techniques/การใช้-risk-management-แบบ-fixed-%-ต่อเทรด.png	เสี่ยงไม่เกิน 1-2% ของพอร์ตต่อหนึ่งออเดอร์	ทำให้พอร์ตไม่เสียหายเร็ว	https://www.investopedia.com/terms/r/risk-management.asp
87	การวิเคราะห์ Market Structure	Neutral	1	เทคนิค	images/techniques/การวิเคราะห์-market-structure.png	อ่าน HH, HL, LH, LL เพื่อดูการเปลี่ยนเทรนด์	เข้าเมื่อเกิด Break of Structure	https://www.investopedia.com/terms/m/market-structure.asp
88	การใช้ Multiple Timeframe Analysis	Neutral	1	เทคนิค	images/techniques/การใช้-multiple-timeframe-analysis.png	ดูหลายกรอบเวลาเพื่อเห็นทั้งภาพใหญ่และจุดเข้า	ให้ทุกกรอบเวลาไปทางเดียวกันก่อนเข้า	https://www.investopedia.com/terms/m/multiple-time-frame-analysis.asp
89	การใช้ Sentiment Indicator	Neutral	1	เทคนิค	images/techniques/การใช้-sentiment-indicator.png	ดูความกลัว-โลภของตลาดจากดัชนี sentiment	ใช้ประกอบกับกราฟ ไม่ใช้เดี่ยวๆ	https://www.investopedia.com/terms/s/sentimentindicator.asp
90	การดู Liquidity Pool และ Stop Hunt	Neutral	1	เทคนิค	images/techniques/การดู-liquidity-pool-และ-stop-hunt.png	ตลาดมักดันราคาไปเก็บสภาพคล่องก่อนวิ่งจริง	หลบโซนที่มีสภาพคล่องหนาแน่นก่อนเข้า	https://www.investopedia.com/terms/l/liquidity-pool.asp
91	การดูข่าวกับ Price Reaction	Neutral	1	เทคนิค	images/techniques/การดูข่าวกับ-price-reaction.png	ข่าวแรงแล้วราคาวิ่งไปต่อ แสดงตลาดยอมรับข่าว	ใช้ปริมาณและแท่งเทียนยืนยัน	https://www.investopedia.com/terms/n/newsflow.asp
92	การวางแผนเทรดด้วย Volatility Expansion	Neutral	1	เทคนิค	images/techniques/การวางแผนเทรดด้วย-volatility-expansion.png	ความผันผวนขยายหลังจากแคบอยู่นาน เป็นจุดเทรด	ดู Bollinger squeeze ก่อน breakout	https://www.investopedia.com/terms/v/volatility.asp
93	การดู Correlation ระหว่างสินทรัพย์	Neutral	1	เทคนิค	images/techniques/การดู-correlation-ระหว่างสินทรัพย์.png	ดูความสัมพันธ์ของสินทรัพย์ก่อนเทรดคู่กัน	หลีกเลี่ยงเปิดโพสิชันซ้ำทางเดียวกันหลายตัว	https://www.investopedia.com/terms/c/correlation.asp
94	การใช้ Calendar Effect / Seasonality	Neutral	1	เทคนิค	images/techniques/การใช้-calendar-effect---seasonality.png	บางช่วงเวลาตลาดจะเคลื่อนที่มากกว่าปกติ	ใช้เป็นตัวกรองว่าจะเทรดวัน/สัปดาห์ไหนดี	https://www.investopedia.com/terms/s/seasonality.asp
95	การใช้ Volume Imbalance หาแรงจริง	Neutral	1	เทคนิค	images/techniques/การใช้-volume-imbalance-หาแรงจริง.png	ดูฝั่งซื้อ/ขายที่มากผิดปกติในแต่ละระดับราคา	ใช้ดูจุดเด้งหรือจุดเบรก	https://www.investopedia.com/
96	การตั้ง Target & Stop ตาม Structure	Neutral	1	เทคนิค	images/techniques/การตั้ง-target-&-stop-ตาม-structure.png	วาง TP ที่ swing high/low และ SL ใต้ฐาน	ทำให้ R/R ชัดเจน	https://www.investopedia.com/
97	การดู Flow of Funds / ETF In-Out	Neutral	1	เทคนิค	images/techniques/การดู-flow-of-funds---etf-in-out.png	เงินไหลเข้าหรือออก sector ใดเพิ่มโอกาสเทรดฝั่งนั้น	ใช้คู่กับกราฟหุ้นตัวที่เลือก	https://www.investopedia.com/terms/f/flow-of-funds.asp
